timestamp,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-01-03 17:00:00,0.258,0.062,243.220,1.200,0.000,0.000,0.0
2007-01-03 17:30:00,0.382,0.208,241.480,1.800,0.000,0.000,0.0
2007-01-03 18:00:00,0.248,0.052,241.250,1.000,0.000,0.000,0.0
2007-01-03 18:30:00,0.346,0.196,244.470,1.600,0.000,2.000,0.0
2007-01-03 19:00:00,0.348,0.190,241.360,1.600,0.000,0.000,0.0
2007-01-03 19:30:00,0.382,0.194,239.770,1.800,0.000,0.000,0.0
2007-01-03 20:00:00,0.250,0.060,242.690,1.200,0.000,0.000,0.0
2007-01-03 20:30:00,0.254,0.064,243.610,1.200,0.000,0.000,0.0
2007-01-03 21:00:00,0.432,0.312,241.150,2.200,0.000,2.000,0.0
2007-01-03 21:30:00,0.792,0.060,241.180,3.400,0.000,0.000,0.0
2007-01-03 22:00:00,0.714,0.000,242.100,3.000,0.000,0.000,0.0
2007-01-03 22:30:00,0.986,0.000,243.910,4.000,0.000,0.000,0.0
2007-01-03 23:00:00,1.932,0.104,244.600,7.800,0.000,0.000,19.0
2007-01-03 23:30:00,1.830,0.378,245.630,8.400,0.000,1.000,0.0
2007-01-04 00:00:00,0.850,0.046,242.610,3.600,0.000,0.000,0.0
2007-01-04 00:30:00,5.160,0.120,239.760,21.400,39.000,2.000,0.0
2007-01-04 01:00:00,2.762,0.136,237.510,11.600,2.000,0.000,0.0
2007-01-04 01:30:00,2.330,0.106,238.220,9.800,0.000,0.000,0.0
2007-01-04 02:00:00,2.354,0.130,239.280,9.800,0.000,1.000,0.0
2007-01-04 02:30:00,2.398,0.146,240.560,10.000,0.000,0.000,0.0
2007-01-04 03:00:00,2.342,0.000,242.920,9.600,0.000,0.000,0.0
2007-01-04 03:30:00,2.374,0.118,240.640,9.800,0.000,0.000,0.0
2007-01-04 04:00:00,2.382,0.146,240.160,9.800,0.000,0.000,0.0
2007-01-04 04:30:00,2.450,0.260,239.130,10.200,0.000,2.000,0.0
2007-01-04 05:00:00,2.264,0.000,238.640,9.400,0.000,0.000,0.0
2007-01-04 05:30:00,2.334,0.000,242.600,9.600,0.000,0.000,0.0
2007-01-04 06:00:00,2.366,0.138,238.710,9.800,0.000,0.000,0.0
2007-01-04 06:30:00,2.264,0.000,238.500,9.400,0.000,0.000,0.0
2007-01-04 07:00:00,2.462,0.226,241.290,10.200,0.000,1.000,0.0
2007-01-04 07:30:00,2.270,0.000,238.280,9.400,0.000,0.000,0.0
2007-01-04 08:00:00,2.336,0.128,237.180,9.800,0.000,0.000,0.0
2007-01-04 08:30:00,2.328,0.106,238.620,9.600,0.000,0.000,0.0
2007-01-04 09:00:00,2.582,0.000,238.070,10.800,0.000,0.000,0.0
2007-01-04 09:30:00,2.064,0.258,239.200,8.600,0.000,2.000,18.0
2007-01-04 10:00:00,2.096,0.000,237.270,8.800,0.000,0.000,17.0
2007-01-04 10:30:00,1.896,0.124,240.920,7.800,0.000,0.000,18.0
2007-01-04 11:00:00,1.834,0.000,241.330,7.600,0.000,0.000,18.0
2007-01-04 11:30:00,1.988,0.170,242.400,8.200,0.000,0.000,18.0
2007-01-04 12:00:00,2.026,0.216,241.050,8.400,0.000,1.000,18.0
2007-01-04 12:30:00,3.896,0.328,238.240,16.400,0.000,37.000,17.0
2007-01-04 13:00:00,2.818,0.218,240.920,11.800,0.000,25.000,18.0
2007-01-04 13:30:00,5.930,0.258,235.380,25.200,0.000,74.000,16.0
2007-01-04 14:00:00,3.790,0.242,237.060,16.000,0.000,39.000,18.0
2007-01-04 14:30:00,1.560,0.148,244.010,6.400,0.000,0.000,18.0
2007-01-04 15:00:00,1.536,0.194,242.660,6.400,0.000,0.000,18.0
2007-01-04 15:30:00,0.322,0.050,242.300,1.400,0.000,1.000,0.0
2007-01-04 16:00:00,1.428,0.146,242.990,5.800,0.000,1.000,18.0
2007-01-04 16:30:00,3.834,0.322,241.130,16.000,0.000,36.000,18.0
2007-01-04 17:00:00,4.738,0.660,234.160,20.600,0.000,26.000,17.0
2007-01-04 17:30:00,2.142,0.000,239.820,8.800,0.000,0.000,18.0
2007-01-04 18:00:00,2.614,0.000,236.200,11.000,0.000,0.000,17.0
2007-01-04 18:30:00,2.700,0.358,237.100,11.400,0.000,1.000,17.0
2007-01-04 19:00:00,2.402,0.000,236.200,10.000,0.000,0.000,17.0
2007-01-04 19:30:00,2.432,0.000,236.780,10.200,0.000,1.000,18.0
2007-01-04 20:00:00,2.010,0.290,236.330,8.600,0.000,0.000,0.0
2007-01-04 20:30:00,1.308,0.140,237.620,5.600,0.000,2.000,0.0
2007-01-04 21:00:00,1.584,0.108,236.000,6.600,0.000,0.000,0.0
2007-01-04 21:30:00,0.340,0.062,239.420,1.400,0.000,0.000,0.0
2007-01-04 22:00:00,0.402,0.160,239.510,1.800,0.000,0.000,0.0
2007-01-04 22:30:00,0.328,0.046,242.710,1.400,0.000,0.000,0.0
2007-01-04 23:00:00,0.460,0.282,244.400,2.200,0.000,1.000,0.0
2007-01-04 23:30:00,0.426,0.182,242.800,2.000,0.000,0.000,0.0
2007-01-05 00:00:00,1.172,0.182,243.620,4.800,0.000,0.000,0.0
2007-01-05 00:30:00,2.144,0.000,241.900,8.800,0.000,0.000,18.0
2007-01-05 01:00:00,2.418,0.148,241.410,10.000,0.000,2.000,0.0
2007-01-05 01:30:00,2.404,0.168,240.590,10.000,0.000,0.000,0.0
2007-01-05 02:00:00,2.374,0.144,239.740,9.800,0.000,0.000,0.0
2007-01-05 02:30:00,2.516,0.000,242.960,10.200,0.000,0.000,0.0
2007-01-05 03:00:00,2.336,0.000,242.630,9.600,0.000,0.000,0.0
2007-01-05 03:30:00,2.436,0.174,242.020,10.000,0.000,1.000,0.0
2007-01-05 04:00:00,2.436,0.160,243.010,10.000,0.000,0.000,0.0
2007-01-05 04:30:00,2.482,0.170,244.690,10.000,0.000,0.000,0.0
2007-01-05 05:00:00,2.374,0.092,242.150,9.800,0.000,0.000,0.0
2007-01-05 05:30:00,2.392,0.106,241.900,9.800,0.000,0.000,0.0
2007-01-05 06:00:00,2.452,0.164,243.570,10.000,0.000,0.000,0.0
2007-01-05 06:30:00,2.438,0.156,242.540,10.000,0.000,0.000,0.0
2007-01-05 07:00:00,2.374,0.118,241.270,9.800,0.000,0.000,0.0
2007-01-05 07:30:00,2.270,0.000,239.180,9.400,0.000,0.000,0.0
2007-01-05 08:00:00,2.420,0.252,238.290,10.200,0.000,1.000,0.0
2007-01-05 08:30:00,2.358,0.138,238.870,9.800,0.000,0.000,0.0
2007-01-05 09:00:00,2.290,0.000,238.690,9.600,0.000,0.000,0.0
2007-01-05 09:30:00,2.240,0.000,237.710,9.400,0.000,0.000,0.0
2007-01-05 10:00:00,3.352,0.120,236.150,14.200,0.000,0.000,17.0
2007-01-05 10:30:00,3.612,0.264,236.600,15.200,0.000,1.000,18.0
2007-01-05 11:00:00,1.190,0.000,238.240,5.000,0.000,0.000,0.0
2007-01-05 11:30:00,0.282,0.000,239.600,1.200,0.000,0.000,0.0
2007-01-05 12:00:00,0.282,0.000,240.580,1.200,0.000,0.000,0.0
2007-01-05 12:30:00,0.384,0.164,241.040,1.800,0.000,0.000,0.0
2007-01-05 13:00:00,0.350,0.178,243.500,1.600,0.000,0.000,0.0
2007-01-05 13:30:00,0.260,0.000,243.460,1.200,0.000,0.000,0.0
2007-01-05 14:00:00,0.262,0.060,241.890,1.200,0.000,0.000,0.0
2007-01-05 14:30:00,0.404,0.180,246.250,1.800,0.000,0.000,0.0
2007-01-05 15:00:00,0.542,0.272,245.950,2.400,0.000,2.000,0.0
2007-01-05 15:30:00,0.384,0.056,244.780,1.800,0.000,0.000,0.0
2007-01-05 16:00:00,0.380,0.054,244.490,1.800,0.000,0.000,0.0
2007-01-05 16:30:00,0.522,0.200,245.060,2.400,0.000,0.000,0.0
2007-01-05 17:00:00,1.536,0.144,242.310,6.400,0.000,0.000,18.0
2007-01-05 17:30:00,2.314,0.124,236.570,9.800,0.000,2.000,17.0
2007-01-05 18:00:00,2.550,0.000,235.840,10.800,0.000,0.000,17.0
2007-01-05 18:30:00,2.328,0.134,236.110,9.800,0.000,0.000,17.0
2007-01-05 19:00:00,2.600,0.098,234.380,11.000,0.000,0.000,17.0
2007-01-05 19:30:00,1.336,0.134,237.210,5.600,0.000,0.000,0.0
2007-01-05 20:00:00,1.330,0.176,239.080,5.600,1.000,2.000,0.0
2007-01-05 20:30:00,4.204,0.174,237.120,17.600,1.000,0.000,18.0
2007-01-05 21:00:00,1.914,0.076,239.360,8.000,2.000,0.000,18.0
2007-01-05 21:30:00,2.048,0.000,237.180,8.600,1.000,0.000,18.0
2007-01-05 22:00:00,4.278,0.206,235.350,18.200,37.000,2.000,17.0
2007-01-05 22:30:00,3.174,0.150,238.050,13.200,0.000,0.000,18.0
2007-01-05 23:00:00,1.904,0.150,240.280,7.800,0.000,0.000,18.0
2007-01-05 23:30:00,1.642,0.000,242.270,6.800,0.000,0.000,18.0
2007-01-06 00:00:00,1.726,0.132,242.880,7.000,0.000,0.000,18.0
2007-01-06 00:30:00,1.446,0.254,237.220,6.200,0.000,1.000,18.0
2007-01-06 01:00:00,1.420,0.152,240.560,5.800,0.000,0.000,17.0
2007-01-06 01:30:00,0.242,0.000,240.750,1.000,0.000,0.000,0.0
2007-01-06 02:00:00,0.318,0.142,241.210,1.400,0.000,0.000,0.0
2007-01-06 02:30:00,0.350,0.208,247.020,1.600,0.000,0.000,0.0
2007-01-06 03:00:00,0.432,0.330,245.830,2.200,0.000,1.000,0.0
2007-01-06 03:30:00,0.254,0.062,246.480,1.200,0.000,0.000,0.0
2007-01-06 04:00:00,0.250,0.058,245.210,1.200,0.000,0.000,0.0
2007-01-06 04:30:00,0.342,0.188,243.760,1.600,0.000,0.000,0.0
2007-01-06 05:00:00,0.430,0.306,242.520,2.200,0.000,1.000,0.0
2007-01-06 05:30:00,0.320,0.152,243.060,1.400,0.000,0.000,0.0
2007-01-06 06:00:00,0.254,0.050,243.770,1.200,0.000,0.000,0.0
2007-01-06 06:30:00,0.344,0.188,243.750,1.600,0.000,0.000,0.0
2007-01-06 07:00:00,0.352,0.176,242.350,1.600,0.000,0.000,0.0
2007-01-06 07:30:00,0.384,0.224,241.020,2.000,0.000,1.000,0.0
2007-01-06 08:00:00,0.238,0.000,240.850,1.000,0.000,0.000,0.0
2007-01-06 08:30:00,0.330,0.164,240.050,1.600,0.000,0.000,0.0
2007-01-06 09:00:00,0.360,0.202,242.430,1.800,0.000,0.000,0.0
2007-01-06 09:30:00,0.578,0.000,241.700,2.400,0.000,0.000,0.0
2007-01-06 10:00:00,1.362,0.130,236.990,5.800,0.000,2.000,0.0
2007-01-06 10:30:00,1.368,0.148,238.510,5.800,0.000,0.000,0.0
2007-01-06 11:00:00,1.846,0.224,235.390,7.800,0.000,0.000,0.0
2007-01-06 11:30:00,2.480,0.000,232.070,10.600,0.000,0.000,17.0
2007-01-06 12:00:00,2.414,0.000,233.700,10.400,0.000,0.000,17.0
2007-01-06 12:30:00,2.750,0.330,232.390,12.000,1.000,1.000,17.0
2007-01-06 13:00:00,2.368,0.252,235.530,10.200,1.000,0.000,17.0
2007-01-06 13:30:00,1.664,0.132,238.880,7.200,0.000,0.000,18.0
2007-01-06 14:00:00,1.478,0.000,237.800,6.200,0.000,0.000,17.0
2007-01-06 14:30:00,1.762,0.292,239.390,7.600,0.000,2.000,17.0
2007-01-06 15:00:00,1.962,0.122,238.610,8.200,0.000,0.000,18.0
2007-01-06 15:30:00,0.892,0.106,239.480,3.800,0.000,0.000,0.0
2007-01-06 16:00:00,0.838,0.000,241.490,3.600,0.000,0.000,0.0
2007-01-06 16:30:00,0.896,0.136,238.720,3.800,0.000,0.000,0.0
2007-01-06 17:00:00,0.950,0.236,235.530,4.200,0.000,2.000,0.0
2007-01-06 17:30:00,1.810,0.080,234.830,7.800,0.000,0.000,0.0
2007-01-06 18:00:00,0.794,0.000,235.920,3.400,0.000,0.000,0.0
2007-01-06 18:30:00,0.884,0.130,235.360,3.800,0.000,0.000,0.0
2007-01-06 19:00:00,0.900,0.132,235.010,4.000,0.000,0.000,0.0
2007-01-06 19:30:00,4.304,0.300,231.330,18.600,0.000,1.000,0.0
2007-01-06 20:00:00,1.336,0.106,236.380,5.800,0.000,0.000,0.0
2007-01-06 20:30:00,0.962,0.152,237.750,4.200,0.000,0.000,0.0
2007-01-06 21:00:00,0.888,0.000,240.510,4.000,0.000,0.000,0.0
2007-01-06 21:30:00,1.028,0.256,239.990,4.600,0.000,1.000,0.0
2007-01-06 22:00:00,1.032,0.000,238.160,4.400,0.000,0.000,0.0
2007-01-06 22:30:00,0.350,0.158,239.490,1.600,0.000,0.000,0.0
2007-01-06 23:00:00,0.318,0.000,241.510,1.400,0.000,0.000,0.0
2007-01-06 23:30:00,0.292,0.090,242.100,1.200,0.000,0.000,0.0
2007-01-07 00:00:00,1.504,0.280,241.950,6.200,0.000,2.000,18.0
2007-01-07 00:30:00,1.394,0.142,238.030,5.800,0.000,0.000,18.0
2007-01-07 01:00:00,0.242,0.000,241.420,1.000,0.000,0.000,0.0
2007-01-07 01:30:00,0.248,0.050,242.420,1.200,0.000,0.000,0.0
2007-01-07 02:00:00,0.344,0.186,243.170,1.600,0.000,0.000,0.0
2007-01-07 02:30:00,0.328,0.194,246.910,1.600,0.000,1.000,0.0
2007-01-07 03:00:00,0.254,0.068,247.130,1.200,0.000,0.000,0.0
2007-01-07 03:30:00,0.338,0.190,246.900,1.600,0.000,0.000,0.0
2007-01-07 04:00:00,0.360,0.214,247.630,1.600,0.000,0.000,0.0
2007-01-07 04:30:00,0.336,0.190,246.190,1.600,0.000,1.000,0.0
2007-01-07 05:00:00,0.250,0.058,245.330,1.200,0.000,0.000,0.0
2007-01-07 05:30:00,0.418,0.298,244.050,2.000,0.000,0.000,0.0
2007-01-07 06:00:00,0.340,0.150,247.130,1.600,0.000,0.000,0.0
2007-01-07 06:30:00,0.256,0.060,246.040,1.200,0.000,0.000,0.0
2007-01-07 07:00:00,0.402,0.284,244.290,2.000,0.000,2.000,0.0
2007-01-07 07:30:00,0.338,0.182,243.250,1.600,0.000,0.000,0.0
2007-01-07 08:00:00,0.246,0.000,242.640,1.000,0.000,0.000,0.0
2007-01-07 08:30:00,0.244,0.050,244.130,1.000,0.000,0.000,0.0
2007-01-07 09:00:00,0.390,0.232,243.170,2.000,0.000,0.000,0.0
2007-01-07 09:30:00,0.428,0.320,244.720,2.200,0.000,1.000,0.0
2007-01-07 10:00:00,0.384,0.064,244.080,1.800,0.000,0.000,0.0
2007-01-07 10:30:00,1.470,0.126,237.140,6.200,0.000,0.000,17.0
2007-01-07 11:00:00,1.522,0.164,239.410,6.400,0.000,0.000,17.0
2007-01-07 11:30:00,0.322,0.082,240.270,1.400,0.000,1.000,0.0
2007-01-07 12:00:00,0.644,0.422,237.170,3.200,0.000,2.000,0.0
2007-01-07 12:30:00,0.372,0.000,238.100,1.800,0.000,0.000,0.0
2007-01-07 13:00:00,0.440,0.166,239.730,2.000,0.000,0.000,0.0
2007-01-07 13:30:00,2.938,0.066,236.500,12.600,1.000,22.000,17.0
2007-01-07 14:00:00,1.950,0.160,238.750,9.000,7.000,1.000,17.0
2007-01-07 14:30:00,3.990,0.250,241.880,16.400,0.000,39.000,18.0
2007-01-07 15:00:00,1.662,0.228,245.400,6.800,0.000,0.000,18.0
2007-01-07 15:30:00,2.850,0.382,242.660,11.800,0.000,21.000,18.0
2007-01-07 16:00:00,1.744,0.232,243.450,7.200,0.000,1.000,18.0
2007-01-07 16:30:00,2.334,0.136,239.880,9.800,0.000,0.000,18.0
2007-01-07 17:00:00,2.364,0.184,239.760,9.800,0.000,4.000,17.0
2007-01-07 17:30:00,2.408,0.192,236.140,10.200,0.000,0.000,17.0
2007-01-07 18:00:00,6.448,0.048,230.790,27.800,0.000,67.000,16.0
2007-01-07 18:30:00,5.194,0.408,231.810,22.400,0.000,40.000,16.0
2007-01-07 19:00:00,3.596,0.522,231.680,15.600,0.000,1.000,17.0
2007-01-07 19:30:00,2.352,0.204,236.350,10.000,0.000,0.000,17.0
2007-01-07 20:00:00,3.308,0.000,232.910,14.200,0.000,4.000,16.0
2007-01-07 20:30:00,5.524,0.100,232.310,23.800,36.000,1.000,16.0
2007-01-07 21:00:00,2.734,0.358,236.920,11.600,2.000,2.000,18.0
2007-01-07 21:30:00,5.526,0.162,233.370,23.600,0.000,37.000,17.0
2007-01-07 22:00:00,3.024,0.060,238.870,12.600,0.000,0.000,18.0
2007-01-07 22:30:00,1.806,0.110,241.280,7.400,0.000,0.000,18.0
2007-01-07 23:00:00,1.716,0.252,242.900,7.000,0.000,4.000,18.0
2007-01-07 23:30:00,1.284,0.000,240.950,5.200,0.000,0.000,18.0
2007-01-08 00:00:00,1.402,0.138,243.740,5.800,0.000,2.000,18.0
2007-01-08 00:30:00,1.370,0.130,240.510,5.600,0.000,0.000,18.0
